village_code,object_id,block_code,block_name,net_sown_area_in_hac,total_hhd,availablility_hours_of_domestic_electricity,availability_of_telephone_services,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines
399515,21-381-03339,3339,MAHANGA,2.47,4,4,2,0.0,1
399612,21-382-03394,3339,MAHANGA,1.47,829,4,2,0.0,58
384764,21-374-03579,3579,KOIDA,5.0,98,2,2,0.0,1
395292,21-378-03327,3327,DHAMANAGAR,102.0,916,3,2,412.0,263
418004,21-391-03329,3329,BOUDH,1.0,104,4,3,1.0,1
400554,21-382-03398,3398,DANAGADI,55.0,276,1,4,0.0,5
395291,21-378-03327,3327,DHAMANAGAR,65.0,313,3,2,0.0,96
419069,21-392-03567,3567,BINIKA,505.0,415,4,2,0.0,5
419035,21-392-03567,3567,BINIKA,496.99,263,4,2,0.0,20
394662,21-378-03327,3327,DHAMANAGAR,3.5,315,4,3,1.0,1
382342,21-372-03565,3565,RAIRAKHOL,60.0,32,3,4,2.0,25
393825,21-377-03299,3298,BAHANAGA,90.61,134,4,4,0.0,1
416440,21-390-03429,3429,PHIRINGIA,91.0,127,4,2,0.0,0
426024,21-396-03552,3552,KASIPUR,20.0,60,2,2,13.0,1
415303,21-390-03429,3429,PHIRINGIA,0.23,28,5,4,0.0,16
419073,21-392-03567,3567,BINIKA,0.5,1,3,2,0.0,0
419044,21-392-03567,3567,BINIKA,297.2,188,4,2,0.0,15
415247,21-390-03429,3429,PHIRINGIA,1.0,50,2,4,0.0,43
419068,21-392-03567,3567,BINIKA,249.0,396,4,2,0.0,8
390260,21-376-03491,3491,BETNOTI,45.0,302,3,2,0.0,1
418024,21-391-03329,3329,BOUDH,1.0,19,4,2,1.0,1
411315,21-388-03371,3371,DHARAKOTE,130.0,18,3,4,0.0,5
384766,21-374-03579,3579,KOIDA,4.0,37,1,2,0.0,1
402034,21-382-03398,3395,BARI,20.0,708,4,3,0.0,152
402035,21-382-03395,3395,BARI,15.0,245,4,3,0.0,22
418308,21-391-03330,3329,BOUDH,100.2,11,4,3,1.0,1
421865,21-394-03534,3533,KOMNA,50.0,89,3,4,0.0,3
399006,21-381-03345,3345,TIGIRIA,25.0,162,4,2,0.0,11
384762,21-374-03579,3579,KOIDA,8.0,19,3,2,1.0,1
418306,21-391-03330,3329,BOUDH,61.0,58,4,3,1.0,1
417936,21-391-03329,3329,BOUDH,1.0,36,4,3,1.0,1
404989,21-384-03277,3277,ATHMALLIK,1.0,70,4,4,8.0,22
404985,21-384-03277,3277,ATHMALLIK,2.0,30,4,2,5.0,2
389475,21-376-03489,3489,BANGRIPOSI,2.0,173,3,2,0.0,112
389468,21-376-03489,3489,BANGRIPOSI,50.0,131,3,2,0.0,0
418092,21-391-03329,3329,BOUDH,1.0,38,4,2,1.0,1
400845,21-382-03398,3401,KOREI,92.0,96,3,2,8.0,1
425878,21-396-03552,3552,KASIPUR,5.0,1,5,4,0.0,1
404986,21-384-03277,3277,ATHMALLIK,150.0,95,4,2,0.0,0
418300,21-391-03330,3329,BOUDH,20.47,78,4,3,10.0,10
408338,21-386-03458,3458,BANAPUR,20.0,132,4,4,45.0,2
418307,21-391-03330,3329,BOUDH,50.0,763,4,3,10.0,10
404988,21-384-03277,3277,ATHMALLIK,50.0,65,4,2,0.0,0
418305,21-391-03330,3329,BOUDH,2.47,17,3,4,7.0,1
404991,21-384-03277,3277,ATHMALLIK,70.0,108,4,2,0.0,0
418006,21-391-03329,3329,BOUDH,1.0,68,3,2,1.0,4
391660,21-377-03302,3302,BHOGRAI,21.0,201,2,4,0.0,35
411310,21-386-03464,3371,DHARAKOTE,0.0,17,3,2,0.0,1
416007,21-390-03423,3432,TIKABALI,42.93,186,4,2,0.0,1
404990,21-384-03277,3277,ATHMALLIK,90.0,90,4,2,0.0,0
413089,21-388-03370,3370,CHIKITI,315.2,303,4,2,134.0,0
418007,21-391-03329,3329,BOUDH,1.0,97,4,2,1.0,1
405095,21-384-03277,3277,ATHMALLIK,1.0,100,2,3,5.0,1
417937,21-391-03329,3329,BOUDH,1.0,170,4,3,1.0,1
415080,21-390-03429,3429,PHIRINGIA,2.47,33,2,4,0.0,23
417925,21-392-03570,3329,BOUDH,1.0,114,3,2,1.0,1
405096,21-384-03277,3277,ATHMALLIK,2.5,115,4,2,65.0,4
394111,21-377-03298,3304,KHAIRA,101.0,104,4,2,0.0,7
389160,21-376-03490,3490,BARIPADA,256.63,93,4,2,93.0,0
408349,21-386-03458,3458,BANAPUR,1.0,80,3,2,0.0,2
384771,21-374-03579,3579,KOIDA,5.0,58,2,2,0.0,1
418001,21-392-03570,3329,BOUDH,1.0,1,3,3,1.0,1
404633,21-384-03281,3281,KISHORENAGAR,420.2,94,4,4,0.0,5
405074,21-384-03277,3277,ATHMALLIK,1.5,101,4,2,2.0,4
382352,21-372-03565,3565,RAIRAKHOL,55.0,60,3,2,2.0,50
384768,21-374-03579,3579,KOIDA,2.47,42,2,2,0.0,1
408330,21-386-03458,3458,BANAPUR,2.46,172,4,3,19.0,30
403076,21-383-03350,3352,HINDOL,135.0,186,4,2,5.0,8
394664,21-378-03327,3327,DHAMANAGAR,5.6,275,4,3,12.0,2
389800,21-376-03509,3509,SULIAPADA,35.0,53,4,4,0.0,0
414586,,3358,GUMMA,5.0,68,4,2,0.0,6
418002,21-392-03570,3329,BOUDH,1.0,1,3,3,1.0,1
384772,21-374-03579,3579,KOIDA,2.0,70,1,2,0.0,1
417922,21-392-03570,3329,BOUDH,1.0,163,3,3,1.0,1
408337,21-386-03458,3458,BANAPUR,2.14,85,4,3,50.0,20
394639,21-378-03324,3327,DHAMANAGAR,15.0,175,2,2,22.0,1
405075,21-384-03277,3277,ATHMALLIK,10.2,310,4,3,120.0,23
426462,21-396-03557,3557,RAYAGADA,30.0,49,4,4,0.0,42
400844,21-382-03398,3401,KOREI,68.0,156,3,2,0.0,5
411301,21-388-03371,3371,DHARAKOTE,2050.0,1350,2,3,580.0,50
415246,21-390-03429,3429,PHIRINGIA,2.47,13,5,4,0.0,10
387211,21-375-03449,3449,HATADIHI,28.0,62,3,2,0.0,11
387228,21-375-03449,3449,HATADIHI,9.0,38,3,2,0.0,3
405097,21-384-03277,3277,ATHMALLIK,2.8,45,4,3,28.0,1
400862,21-382-03398,3401,KOREI,75.0,61,4,2,10.0,20
415938,21-390-03423,3432,TIKABALI,145.0,70,5,4,0.0,55
415244,21-390-03429,3429,PHIRINGIA,1.0,56,3,4,0.0,45
388902,21-376-03498,3498,KARANJIA,22.0,25,2,2,0.0,5
415186,21-390-03429,3429,PHIRINGIA,2.47,33,3,4,0.0,23
388954,21-376-03498,3498,KARANJIA,72.5,53,2,4,0.0,12
426491,21-396-03557,3557,RAYAGADA,25.0,75,4,2,0.0,47
414459,21-389-03357,3358,GUMMA,2.47,65,4,2,0.0,12
426463,21-396-03557,3557,RAYAGADA,18.0,57,1,4,0.0,37
411121,21-388-03371,3371,DHARAKOTE,2.47,85,3,2,1.0,10
414407,21-389-03357,3358,GUMMA,80.09,93,4,2,0.0,5
388958,21-376-03498,3498,KARANJIA,92.4,153,2,4,0.0,18
923648,21-399-03483,3483,CHITRAKONDA,42.0,25,5,4,0.0,25
426647,21-396-03557,3557,RAYAGADA,0.5,104,3,2,0.0,2
923659,21-399-03483,3483,CHITRAKONDA,40.0,26,1,4,5.0,26
389877,21-376-03509,3509,SULIAPADA,160.0,129,5,2,1.0,35
395695,21-379-03441,3441,RAJKANIKA,190.0,194,3,2,0.0,1
405098,21-384-03277,3277,ATHMALLIK,1.9,53,3,4,25.0,5
384787,21-374-03579,3579,KOIDA,25.0,182,3,2,0.0,1
388289,21-376-03492,3492,BIJATALA,23.0,70,2,4,0.0,31
426461,21-396-03557,3557,RAYAGADA,2.0,35,4,4,0.0,12
