Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",e-Procurement Notice No.SEPRD-27/2023-24,2024_CELBB_101352_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",20-Feb-2024 11:00 AM,07-Mar-2024 11:00 AM,20-Feb-2024 11:00 AM,06-Mar-2024 05:00 PM,NA ,NA ,20-Feb-2024 11:00 AM,06-Mar-2024 05:00 PM,12-Mar-2024 02:30 PM,"77,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"S.E, Prachi Division, Bhubaneswar","O/o the S.E, Prachi Division, Bhubaneswar-751012",(5) Improvement to service road on left bank of Kundhei Distributary from RD 13.00 Km. to RD 16.00 Km.,Improvement to service road on left bank of Kundhei Distributary from RD 13.00 Km. to RD 16.00 Km.,Please refer Tender documents. ,NA ,"76,98,872",Civil Works - Roads,NA ,Tender,90.0,180.0,Bhubaneswar,751012.0,NA ,NA ,NA ,"S.E, Prachi Division, Bhubaneswar",No ,No,AOC,20-Jul-2024,"INR 6,544,811",180.0,Swosti Elora Pattnaik,20-Jul-2024 05:56 PM,Scan1.PDF (158.00 KB),1,2470846,AMIYA KUMAR MOHAPATRA,06-Mar-2024 04:15 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,Finance,15 Nos Bidders Participated,Kirti Kasturika,12-Mar-2024 06:41 PM,,BOQ Comparative Chart,"SE Prachi Division, Bhubaneswar",Internal,"DAO Prachi Division, Bhubaneswar, AEE (Estimator) Prachi Division, Bhubaneswar",Kirti Kasturika,28-Mar-2024 02:01 PM,finsummary_494408.pdf (171.04 KB),"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Prachi Division,Bhubaneswar",2024_CELBB_101352_5,e-Procurement Notice No.SEPRD-27/2023-24,(5) Improvement to service road on left bank of Kundhei Distributary from RD 13.00 Km. to RD 16.00 Km.,Technical,15 Nos Bidders Participated,Raghunath Swain,07-Mar-2024 05:16 PM,,"SE Prachi Division, Bhubaneswar",Internal,,Raghunath Swain,12-Mar-2024 01:43 PM,12-Mar-2024 02:30 PM,techsummary_494408.pdf (128.74 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2465270,ANANTA KUMAR JENA,28-Feb-2024 06:10 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2465337,BABURAM NAYAK,05-Mar-2024 04:50 PM,Accepted-AOC,Selected by Lottery,20-Jul-2024 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2470357,BINAYA KUMAR JENA,06-Mar-2024 01:21 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2470417,CHANDRAKANT RAY,06-Mar-2024 01:35 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2468780,CONSAGE ENGINEERING PRIVATE LIMITED,04-Mar-2024 05:04 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2470331,D S ENTERPRISES PROP. ANUSAYA SASAMAL,06-Mar-2024 01:03 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2468800,M/S RASHO ENTERPRISES,04-Mar-2024 05:29 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2470918,PABITRA KUMAR MALLICK,06-Mar-2024 04:52 PM,Rejected-Finance,Other than L2,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2470552,RASHMI RANJAN SWAIN,06-Mar-2024 02:26 PM,Rejected-Finance,Other than L1,28-Mar-2024 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
