Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Rourkela Municipal Corporation,MC/RMC/47/2023,2023_RMC_97588_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, Affidavit, PAN, GST, EMD, Paper Cost and other documents as per DTCN",28-Nov-2023 06:00 PM,15-Dec-2023 11:00 AM,28-Nov-2023 06:00 PM,14-Dec-2023 05:00 PM,NA ,NA ,28-Nov-2023 06:00 PM,14-Dec-2023 05:00 PM,27-Dec-2023 03:25 PM,"54,220",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",Nil,Nil,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","Supply, Installation and Commissioning of Decorative Lights at Uditnagar Food Court, Rourkela with Three Years On Site Maintenance .",Electrical,Please refer Tender documents. ,NA ,"54,22,000",Electrical Works,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC,1,2356260,DEEPSIKHA ENTERPRISES,14-Dec-2023 01:04 AM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,Finance,Opened,Manas Biswal,25-Jul-2024 02:06 PM,finance_476618.pdf,BOQ Comparative Chart,Commissioner,External,"Dy. Commissioner, Audit Officer, Executive Engineer",Manas Biswal,25-Jul-2024 02:10 PM,finsummary_476618.pdf (566.66 KB),Rourkela Municipal Corporation,2023_RMC_97588_1,MC/RMC/47/2023,"Supply, Installation and Commissioning of Decorative Lights at Uditnagar Food Court, Rourkela with Three Years On Site Maintenance .",Technical,Opened,Narendra Padhan,27-Dec-2023 03:21 PM,technical_476618.pdf,Commissioner,External,"Dy. Commissioner, Audit Officer, Executive Engineer",Narendra Padhan,27-Dec-2023 03:23 PM,27-Dec-2023 03:25 PM,techsummary_476618.pdf (276.18 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2355529,ECO ELECTRIC POWER SOLUTIONS,13-Dec-2023 07:49 PM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2349730,GLOBAL ENERGY,07-Dec-2023 06:01 PM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2352672,JBS ENTERPRISES,11-Dec-2023 03:18 PM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2356690,M/s. EASTERN ENGINEERING,14-Dec-2023 03:42 PM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2342985,M/S GANGA ELECTRIC,07-Dec-2023 11:17 AM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2354485,M/s Sahoo Enterprises,12-Dec-2023 01:23 PM,Accepted-AOC,By The tender committee,25-Jul-2024 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2344619,M/s.TULSHI ENTERPRISES,07-Dec-2023 10:54 AM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2344671,R.S. ENTERPRISE,08-Dec-2023 10:30 AM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2354807,SHIVASAKTI ENGINEERING AND CONSTRUCTION,13-Dec-2023 12:23 AM,Rejected-Finance,By The Tender Committee,25-Jul-2024 02:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
