Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)3/2024-25,2024_EICCL_105306_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate",01-Oct-2024 05:00 PM,15-Oct-2024 11:00 AM,01-Oct-2024 05:00 PM,14-Oct-2024 05:30 PM,NA ,NA ,01-Oct-2024 05:00 PM,14-Oct-2024 05:30 PM,19-Feb-2025 09:00 AM,"8,34,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,Construction of 150 seated Girls Hostel (Gplus4) with head room for BOSE Campus at Cuttack,Building work,As per DTCN ,NA ,"8,34,59,514",Civil Works - Buildings,NA ,Tender,90.0,330.0,Cuttack,753001.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,AOC,10-Jul-2025,"INR 86,654,511",330.0,Trinatha Behera,10-Jul-2025 04:49 PM,Agtbosegirls.pdf (727.00 KB),The date of commencement may be read as 16.06.2025 to complete the work within 11 calander months,1.0,2576215.0,SACHIN KUMAR SAHOO,INR,"73,436,026",1,2575841,ARUN KUMAR NAYAK,14-Oct-2024 02:40 PM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,Finance,12 bidders have participated,Parsuram Sahu,19-Feb-2025 03:43 PM,,BOQ Comparative Chart,Pravash Kumar Majhi,Internal,SE Cuttack1 Sr DAO EE PA to CCE JE Estimator,Pravash Kumar Majhi,21-Mar-2025 06:36 PM,finsummary_508120.pdf (71.95 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2024_EICCL_105306_1,CCE.Ctc.(RandB)3/2024-25,Construction of 150 seated Girls Hostel (Gplus4) with head room for BOSE Campus at Cuttack,Technical,13 bidders have participated,Parsuram Sahu,18-Feb-2025 01:57 PM,,1.0,Reevaluation,Reevaluation of tender work,18-Feb-2025 12:37 PM,Girlbosev.pdf ,690.54,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Machinaries and other documents as per DTCN,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2575839,ASHOK KUMAR DASH,14-Oct-2024 03:03 PM,Rejected-Technical,Disqualified,18-Feb-2025 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2571295,BAZRANGI CONSTRUCTIONS PROP. BIJAYA KUMAR NAYAK,14-Oct-2024 03:27 PM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2573324,BIKRAM KESHARI MOHANTY,13-Oct-2024 04:35 PM,Rejected-AOC,Due to L2,10-Jul-2025 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2575144,BISWAJIT ROUT,14-Oct-2024 12:42 PM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2573438,CMRGS INFRASTRUCTURE PROJECTS LIMITED,13-Oct-2024 06:38 PM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2573429,KAILASH CHANDRA LENKA,10-Oct-2024 06:25 PM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2571702,MANOJ KUMAR MOHAPATRA,14-Oct-2024 07:29 AM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2576446,PRITHUDIPTI BOSE,14-Oct-2024 05:20 PM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2573595,ROUTRAY DEVELOPER,11-Oct-2024 10:23 AM,Rejected-Finance,Due to L3,21-Mar-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
