Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Tender Stage
CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,SE-AID-5/2024-25,2024_CEBBS_104309_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GSTIN, PAN, Contractor R.C, Registered under CDMS portal, NRC.",20-Aug-2024 10:00 AM,31-Aug-2024 11:00 AM,20-Aug-2024 10:00 AM,30-Aug-2024 05:00 PM,20-Aug-2024 10:00 AM ,27-Aug-2024 05:00 PM ,20-Aug-2024 10:00 AM,30-Aug-2024 05:00 PM,"20,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,"S.E, Angul Irr. Divn. Angul","O.O the S.E, Angul Irr. Divn. Angul, At/P.O- Hakimpada, Dist-Angul",Improvement to Khalari Distributary from RD 2585m to 2800m of Derjang Irrigation Project.,Improvement to Khalari Distributary from RD 2585m to 2800m of Derjang Irrigation Project.,NA ,NA ,,Civil Works - Canal,NA ,Tender,90.0,60.0,Angul,759143.0,NA ,NA ,NA ,"O.O the S.E, Angul Irr. Divn. Angul",No ,No,AOC,11-Nov-2024,"INR 1,695,700",60.0,Surendra Behera,25-Nov-2024 12:41 PM,5.1WODeepakKumarJenamani.pdf (1331.00 KB),Winner in the transparent lottery system.,1.0,2536948.0,DEEPAK KUMAR JENAMANI,INR,"1,695,700",1,2534798,AJIT PRASAD DWIVEDY,26-Aug-2024 10:42 AM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,Finance,Bid documents of all the bidders have been downloaded successfully.,Surendra Behera,31-Aug-2024 05:35 PM,finance_505069.pdf,BOQ Comparative Chart,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,2024_CEBBS_104309_1,SE-AID-5/2024-25,Improvement to Khalari Distributary from RD 2585m to 2800m of Derjang Irrigation Project.,Superintending Engineer,Internal,"DAO, Estimator",Surendra Behera,01-Oct-2024 06:37 PM,techsummary_505069.pdf (236.61 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD/DTCN.",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2537417,BIDYADHAR SAHU,29-Aug-2024 07:14 PM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2536948,DEEPAK KUMAR JENAMANI,29-Aug-2024 10:46 AM,Accepted-AOC,Winner in the transparent lottery system for award of contract.,25-Nov-2024 12:41 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2538040,GIRISH CHANDRA SWAIN,30-Aug-2024 01:53 PM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2536513,Gopal Prasad Das,28-Aug-2024 09:07 PM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2537680,ITISHREE SAHU,30-Aug-2024 08:41 AM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2537990,KAMALAKANTA SAHU,30-Aug-2024 02:04 PM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2534846,MAHENDRA KUMAR PRADHAN,26-Aug-2024 11:27 AM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2537387,NARAYAN NAYAK,29-Aug-2024 06:33 PM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2534909,NILAKANTHA SAHU,26-Aug-2024 12:38 PM,Rejected-Finance,Not won in the transparent lottery system,01-Oct-2024 06:56 PM,,,,,,,,,,,,,,,,,AOC
