Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.2,Expected Value,1.0,Unnamed: 3,1.01,"10,000",1.02,"22,02,000",1.03,Yes,1.04,Yes.1,1.05,Yes.2,1.06,Yes.3,1.07,Yes.4,1.08,Yes.5,1.09,Yes.6,1.1,Yes.7,1.11,Yes.8,1.12,"6,60,50,025",1.13,"22,01,66,749",1.14,Yes.9,1.15,Yes.10,1.16,Yes.11,1.17,Yes.12,1.18,"22,01,66,749.1",Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EIC-CIVIL,CE-DPI AND R-05/2023-24,2023_EICCL_89428_1,Yes,Open Tender,Percentage,Works,2.0,Yes,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Detail Bidder Information,29-May-2023 02:00 PM,17-Jun-2023 11:30 AM,29-May-2023 02:00 PM,16-Jun-2023 05:30 PM,NA ,NA ,29-May-2023 02:00 PM,16-Jun-2023 05:30 PM,25-Jul-2023 01:30 PM,"22,02,000",Yes,fixed,,Nil,Nil,1,Eligibility Criteria ,E01-Bid Cost ,E01-Bid Cost ,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",Particulars,Mandatory,GTE OF CE PPI AND ROADS ODISHA - [ GENERAL TECHNICAL EVALUATION],Yes,   E01-Bid Cost ( DTCN Clause No 4) - [ E01-Bid Cost ( DTCN Clause No 4)],Yes,   E02-Bid Security (DTCN Clause No 6) - [ E02-Bid Security (DTCN Clause No 6)],Yes,   E04-Registration Certificate (DTCN Clause No 7) - [ E04-Registration Certificate ( DTCN Clause No 7)],Yes,   E05-GSTIN (DTCN Clause No 7) - [ E05-GSTIN (DTCN Clause No 7)],Yes,   E06-No Relationship Certificate (Schedule- A) - [ E06-No Relationship Certificate (Schedule- A)],Yes,   E07-Relationship Declaration (Schedule-A1) - [ E07-Relationship Declaration (Schedule-A1)],No,   E08-CertificateofEmployement_Schedule- B - [ E08-CertificateofEmployement_Schedule- B],No,   E09-CurrentLitigation_Schedule- E (DTCN Clause No 11) - [ E09-CurrentLitigation_Schedule- E (DTCN Clause No 11)],Yes,   E10- Affidavit_Schedule-F (DTCN Clause No 11) - [ E10- Affidavit_Schedule-F (DTCN Clause No 11)],Yes,   Q01-Tools and Plants and machineries as per the requirement (Schedule- C) (DTCN Clause 10) - [ Q01-Tools and Plants and machineries as per the requirement (Schedule- C) (DTCN Clause 10)],Yes,   Q02-Time Schedule for movement of Equipments / machineries available with the tenderer from one site to work site as per Annexure -III and IV Of Schedule -C (DTCN Clause No10) - [ Q02-Time Schedule for movement of Equipments / machineries available with the tenderer from one site to work site as per Annexure -III and IV Of Schedule -C (DTCN Clause No10)],Yes,   Q03-Works Experience (Similar Nature of Works Completed)_Schedule- D1(DTCN Clause No 14 i) - [ Q03-Works Experience (Similar Nature of Works Completed)_Schedule- D1(DTCN Clause No 14 i)],Yes,   Q05-Annual Turn Over _Schedule- H (DTCN Clause No 14 ii) - [ Q05-Annual Turn Over _Schedule- H (DTCN Clause No 14 ii)],Yes,   Q06-ExistingCommitmentsandOngoingWorks_Schedule- G (DTCN Clause No 14 iii)) - [ Q06-ExistingCommitmentsandOngoingWorks_Schedule- G (DTCN Clause No 14 iii))],Yes,   Q07-Hot Mix Plant (60-90 TPH)- 1no - [ Q07-Hot Mix Plant (60-90 TPH)- 1no],Yes,   Q08-Wet Mix Plant (60 TPH)- 1 no - [ Q08-Wet Mix Plant (60 TPH)- 1 no],Yes,   Q09-Paver finisher with Sensor Control- 1 no - [ Q09-Paver finisher with Sensor Control- 1 no],Yes,   Q10-Bid Capacity ( DTCN Clause No 14 iii) - [ Q10-Bid Capacity ( DTCN Clause No 14 iii)],Yes,Construction of 2-laning road of Daya right embankment from 0/000 km to 8/591 km in the district of Khordha,Construction of 2-laning road of Daya right embankment from 0/000 km to 8/591 km in the district of Khordha,Please refer Tender documents. ,NA ,"22,01,66,749",Civil Works - Roads,NA ,Tender,90.0,300.0,In Khordha Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,AOC,05-Dec-2024,"INR 209,180,428",300.0,Pradipta Kumar Nayak,05-Dec-2024 05:01 PM,DayaAOC.pdf (164.00 KB),956P1 of 2023-24,1.0,2161092.0,SCS Constructions India Pvt Ltd,INR,"209,180,428",1.0,2161092.0,SCS Constructions India Pvt Ltd,16-Jun-2023 03:12 PM,Accepted-AOC,L1 bidder,05-Dec-2024 05:01 PM,Finance,Opening of financial bid,Siba Prasad Panigrahy,25-Jul-2023 01:51 PM,,BOQ Comparative Chart,CE Roads I,Internal,,Pradipta Kumar Nayak,05-Dec-2024 04:54 PM,finsummary_439568.pdf (163.69 KB),EIC-CIVIL,2023_EICCL_89428_1,CE-DPI AND R-05/2023-24,Construction of 2-laning road of Daya right embankment from 0/000 km to 8/591 km in the district of Khordha,Technical,Opening of tender,Tara Prasad Mishra,17-Jun-2023 12:17 PM,,EIC Civil Odisha,Internal,CE DPI and R Odisha ACE P and I SE Planning FA,Pradipta Kumar Nayak,25-Jul-2023 01:22 PM,25-Jul-2023 01:30 PM,techsummary_439568.pdf (1044.51 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,2,Eligibility Criteria ,E02-Bid Security ,E02-Bid Security ,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,3,Eligibility Criteria ,E04-Registration Certificate ,E04-Registration Certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Eligibility Criteria ,E05-GSTIN ,E05-GSTIN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Eligibility Criteria ,E06-No Relationship Certificate_Schedule-A ,E06-No Relationship Certificate_Schedule-A ,No_Relationship_Certificate_Schedule_A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Eligibility Criteria ,E07-Relationship Declaration_Schedule-A1 ,E07-Relationship Declaration_Schedule-A1 ,Relationship_Declaration_Schedule_A1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Eligibility Criteria ,E08-CertificateofEmployement_Schedule-B ,E08-CertificateofEmployement_Schedule-B ,CertificateofEmployement_Schedule-B.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Eligibility Criteria ,E09-CurrentLitigation_Schedule- E ,E09-CurrentLitigation_Schedule- E ,Current_Litigation_Schedule_E.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Eligibility Criteria ,E10- Affidavit_Schedule-F ,E10- Affidavit_Schedule-F ,AffidavitSchedule_F.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Qualification Criteria ,Q01-Tools and Plants and machineries as per the requirement_Schedule-C ,Q01-Tools and Plants and machineries as per the requirement_Schedule-C ,Plant_Machinery_Schedule_C.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Qualification Criteria ,Q02-Time Schedule for movement of Equipments or machineries available with the tenderer from one site to work site as per Annexure-III and IV Of Schedule-C ,Q02-Time Schedule for movement of Equipments or machineries available with the tenderer from one site to work site as per Annexure-III and IV Of Schedule-C ,Time_Schedule_For_Movement_Of_Equipment_AnnexureI_IIIand_IV_of_Schedule_C3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Qualification Criteria ,Q04-Works Experience_Similar Nature of Works in progress_Schedule-D2 ,Q04-Works Experience_Similar Nature of Works in progress_Schedule-D2 ,Works_Experience_Schedule_D2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Qualification Criteria ,Q07-Hot Mix Plant_60-90TPH-1no ,Q07-Hot Mix Plant_60-90TPH-1no ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Qualification Criteria ,Q08-Wet Mix Plant-1no ,Q08-Wet Mix Plant-1no ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,Qualification Criteria ,Q09-Paver finisher with Sensor Control-1no ,Q09-Paver finisher with Sensor Control-1no ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,Qualification Criteria ,Q03-Works Experience-SimilarNatureOfWorks Completed-Schedule- D1 ,Q03-Works Experience-SimilarNatureOfWorks Completed-Schedule- D1 ,WorksExperience-Schedule_D1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Qualification Criteria ,Q06. Existing Commitment and Ongoing Work-Schedule-G ,Q06. Existing Commitment and Ongoing Work-Schedule-G ,OngoingWork-Schedule_G.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
