Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
OPEPA Bhubaneswar||Samagra Shiksha Rayagada,"RC (SS) RGD 02/2024-25, 03.10.2024",2024_OPEPA_105577_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID LICENSE,DTCN,EMD,PAN,GST, AFFIDAVITS and OTHER DOCUMENTS AS OER THE CHECK LIST IN THE DTCN",08-Oct-2024 05:00 PM,22-Oct-2024 12:00 PM,08-Oct-2024 05:00 PM,21-Oct-2024 05:00 PM,08-Oct-2024 05:00 PM ,21-Oct-2024 05:00 PM ,08-Oct-2024 05:00 PM,21-Oct-2024 05:00 PM,"21,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,"DPC, SS,RAYAGADA","OFFICE OF THE DPC,SAMAGRA SIKHSHYA,RAYAGADA, OLD REVENUE COLONY, BEHIND DHH, RAYAGADA 765001",REPAIR OF PENTA KGBV HOSTEL BUILDING OF RAYAGADA BLOCK UNDER RAYAGADA DISTRICT,HOSTEL BUILDING AT PENTA OF RAYAGADA BLOCK,AS PER DTCN ,NA ,"21,18,798",Civil Works - Buildings,"REPAIR OF BUILDING,ELECTRIFICATION AND PH WORK ",Tender,120.0,90.0,PENTA OF RAYAGADA BLOCK,765019.0,NA ,NA ,NA ,"OFFICE OF THE DPC,SS,RAYAGADA",No ,No,AOC,1,2587307,ANAM CONSTRUCTION,21-Oct-2024 03:22 PM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,Finance,"The Bid has been opened in presence of the Internal Technical Committee under the Chairmanship of Collector-cum-Chairperson, SS, Rayagada",Sanjeeb Kumar Padhy,29-Nov-2024 01:02 PM,,BOQ Comparative Chart,OPEPA Bhubaneswar||Samagra Shiksha Rayagada,2024_OPEPA_105577_11,"RC (SS) RGD 02/2024-25, 03.10.2024",REPAIR OF PENTA KGBV HOSTEL BUILDING OF RAYAGADA BLOCK UNDER RAYAGADA DISTRICT,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2580798,ASHOK NAIR,17-Oct-2024 10:43 AM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2585892,BIKRAM HIAL,20-Oct-2024 07:24 PM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2584036,G DEEPAK KUMAR,19-Oct-2024 09:53 AM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2577657,GOPAL KRUSHNA PANDA,17-Oct-2024 11:11 AM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2585284,JOGESWAR MACHIA,20-Oct-2024 12:09 PM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2586983,KRUSHNA CHANDRA NAIK,21-Oct-2024 01:31 PM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2580183,LAICHAN KARKARIA,16-Oct-2024 08:37 PM,Rejected-AOC,Rejected being the L-2 Bidder,06-Dec-2024 10:45 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2587562,Leaptree Engineers Pvt. Ltd.,21-Oct-2024 04:51 PM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2585957,LOKANATH NAYAK,20-Oct-2024 07:58 PM,Rejected-Finance,Selected L3 through transparent Lottery System,05-Dec-2024 11:26 AM,,,,,,,,,,,AOC
