Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.2,Expected Value,1.0,Unnamed: 3,1.01,"10,000",1.02,"14,61,000",1.03,Yes,1.04,Yes.1,1.05,Yes.2,1.06,Yes.3,1.07,Yes.4,1.08,Yes.5,1.09,Yes.6,1.1,Yes.7,1.11,"4,38,35,000",1.12,Yes.8,1.13,"14,61,18,312",1.14,Yes.9,1.15,Yes.10,1.16,Yes.11,1.17,Yes.12,1.18,"14,61,18,312.1",Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EIC-CIVIL,CE-DPI AND R-07/2023-24,2023_EICCL_90115_5,Yes,Open Tender,Percentage,Works,2.0,Yes,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Bidder Information Details,28-Jun-2023 09:55 AM,15-Jul-2023 11:30 AM,28-Jun-2023 09:55 AM,14-Jul-2023 05:30 PM,NA ,NA ,28-Jun-2023 09:55 AM,14-Jul-2023 05:30 PM,07-Nov-2023 11:30 AM,"14,61,000",Yes,fixed,,Nil,Nil,1,Eligibility Criteria ,E01-Bid Cost ,E01-Bid Cost ,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",Particulars,Mandatory,GTE OF CE PPI AND ROADS ODISHA - [ GENERAL TECHNICAL EVALUATION],Yes,   E01-Bid Cost ( DTCN Clause No 4) - [ E01-Bid Cost ( DTCN Clause No 4)],Yes,   E02-Bid Security (DTCN Clause No 6) - [ E02-Bid Security (DTCN Clause No 6)],Yes,   E04-Registration Certificate (DTCN Clause No 7) - [ E04-Registration Certificate ( DTCN Clause No 7)],Yes,   E05-GSTIN (DTCN Clause No 7) - [ E05-GSTIN (DTCN Clause No 7)],Yes,   E06-No Relationship Certificate (Schedule- A) - [ E06-No Relationship Certificate (Schedule- A)],Yes,   E08-CertificateofEmployement_Schedule- B - [ E08-CertificateofEmployement_Schedule- B],No,   E09-CurrentLitigation_Schedule- E (DTCN Clause No 11) - [ E09-CurrentLitigation_Schedule- E (DTCN Clause No 11)],Yes,   E10- Affidavit_Schedule-F (DTCN Clause No 11) - [ E10- Affidavit_Schedule-F (DTCN Clause No 11)],Yes,   Q01-Tools and Plants and machineries as per the requirement (Schedule- C) (DTCN Clause 10) - [ Q01-Tools and Plants and machineries as per the requirement (Schedule- C) (DTCN Clause 10)],Yes,   Q02-Time Schedule for movement of Equipments / machineries available with the tenderer from one site to work site as per Annexure -III and IV Of Schedule -C (DTCN Clause No10) - [ Q02-Time Schedule for movement of Equipments / machineries available with the tenderer from one site to work site as per Annexure -III and IV Of Schedule -C (DTCN Clause No10)],Yes,   Q03-Works Experience (Similar Nature of Works Completed)_Schedule- D1(DTCN Clause No 14 i) - [ Q03-Works Experience (Similar Nature of Works Completed)_Schedule- D1(DTCN Clause No 14 i)],Yes,   Q04-Works Experience (Similar Nature of Works in progress)_Schedule- D2 ) - [ Q04-Works Experience (Similar Nature of Works in progress)_Schedule- D2 )],No,   Q05-Annual Turn Over _Schedule- H (DTCN Clause No 14 ii) - [ Q05-Annual Turn Over _Schedule- H (DTCN Clause No 14 ii)],Yes,   Q06-ExistingCommitmentsandOngoingWorks_Schedule- G (DTCN Clause No 14 iii)) - [ Q06-ExistingCommitmentsandOngoingWorks_Schedule- G (DTCN Clause No 14 iii))],Yes,   Q07-Hot Mix Plant (60-90 TPH)- 1no - [ Q07-Hot Mix Plant (60-90 TPH)- 1no],Yes,   Q08-Wet Mix Plant (60 TPH)- 1 no - [ Q08-Wet Mix Plant (60 TPH)- 1 no],Yes,   Q09-Paver finisher with Sensor Control- 1 no - [ Q09-Paver finisher with Sensor Control- 1 no],Yes,   Q10-Bid Capacity ( DTCN Clause No 14 iii) - [ Q10-Bid Capacity ( DTCN Clause No 14 iii)],Yes,Improvement such as widening and strengthening of Jeerango-Koinpur road from 0/000 km to 12/313 km in the district of Gajapati under State Plan,Improvement such as widening and strengthening of Jeerango-Koinpur road from 0/000 km to 12/313 km in the district of Gajapati under State Plan,Please refer Tender documents. ,NA ,"14,61,18,312",Civil Works - Roads,NA ,Tender,90.0,450.0,In Gajapati Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,AOC,09-Apr-2024,"INR 129,606,943",450.0,Pradipta Kumar Nayak,09-Apr-2024 12:54 PM,Jeerango.pdf (209.00 KB),432P1 of 2023-24,1.0,2177090.0,M/S S. KARUNAKAR RAO,INR,"129,606,943",1.0,2177090.0,M/S S. KARUNAKAR RAO,14-Jul-2023 04:46 PM,Accepted-AOC,L1 bidder,09-Apr-2024 12:54 PM,Finance,Financial opening,Pradipta Kumar Nayak,07-Nov-2023 11:59 AM,,BOQ Comparative Chart,CE DPI and R Odisha,Internal,,Pradipta Kumar Nayak,09-Apr-2024 12:52 PM,finsummary_442209.pdf (209.14 KB),EIC-CIVIL,2023_EICCL_90115_5,CE-DPI AND R-07/2023-24,Improvement such as widening and strengthening of Jeerango-Koinpur road from 0/000 km to 12/313 km in the district of Gajapati under State Plan,Technical,Opening of technical bid,Siba Prasad Panigrahy,15-Jul-2023 12:50 PM,,EIC Civil Odisha,Internal,,Pradipta Kumar Nayak,06-Nov-2023 06:51 PM,07-Nov-2023 11:30 AM,techsummary_442209.pdf (161.54 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,2,Eligibility Criteria ,E02-Bid Security ,E02-Bid Security ,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,2177523.0,SAPNESWAR PROJECTS PRIVATE LIMITED,14-Jul-2023 02:26 PM,Rejected-AOC,L2 bidder,09-Apr-2024 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,3,Eligibility Criteria ,E04-Registration Certificate ,E04-Registration Certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Eligibility Criteria ,E05-GSTIN ,E05-GSTIN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Eligibility Criteria ,E06-No Relationship Certificate_Schedule-A ,E06-No Relationship Certificate_Schedule-A ,No_Relationship_Certificate_Schedule_A.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Eligibility Criteria ,E08-CertificateofEmployement_Schedule-B ,E08-CertificateofEmployement_Schedule-B ,CertificateofEmployement_Schedule-B.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Eligibility Criteria ,E09-CurrentLitigation_Schedule- E ,E09-CurrentLitigation_Schedule- E ,Current_Litigation_Schedule_E.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Eligibility Criteria ,E10- Affidavit_Schedule-F ,E10- Affidavit_Schedule-F ,AffidavitSchedule_F.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Qualification Criteria ,Q01-Tools and Plants and machineries as per the requirement_Schedule-C ,Q01-Tools and Plants and machineries as per the requirement_Schedule-C ,Plant_Machinery_Schedule_C.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Qualification Criteria ,Q02-Time Schedule for movement of Equipments or machineries available with the tenderer from one site to work site as per Annexure-III and IV Of Schedule-C ,Q02-Time Schedule for movement of Equipments or machineries available with the tenderer from one site to work site as per Annexure-III and IV Of Schedule-C ,Time_Schedule_For_Movement_Of_Equipment_AnnexureI_IIIand_IV_of_Schedule_C3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Qualification Criteria ,Q04-Works Experience_Similar Nature of Works in progress_Schedule-D2 ,Q04-Works Experience_Similar Nature of Works in progress_Schedule-D2 ,Works_Experience_Schedule_D2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Qualification Criteria ,Q07-Hot Mix Plant_60-90TPH-1no ,Q07-Hot Mix Plant_60-90TPH-1no ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
