Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Odisha University of Technology and Research,OUTR/RG/Outsourcing/2024-25/23,2025_OUTR_109459_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid-I for the technical evaluation of the tender.,16-Jan-2025 06:00 PM,03-Feb-2025 11:00 AM,17-Jan-2025 10:00 AM,01-Feb-2025 06:00 PM,17-Jan-2025 10:00 AM ,20-Jan-2025 06:00 PM ,22-Jan-2025 10:00 AM,01-Feb-2025 06:00 PM,07-Mar-2025 11:00 AM,"70,000",Yes,fixed,,DDO OUTR,Bhubaneswar,1.0,DD - Demand Draft,"2,000",DDO OUTR,Bhubaneswar,Yes,Registrar,"OUTR, BBSR",OutsourcingOfManpower,Outsourcing of service,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,NA ,"OUTR, BBSR",751029.0,"OUTR, BBSR ","Registrar OUTR, BBSR ",21-Jan-2025 11:00 AM ,"OUTR, BBSR",No ,No,AOC,01-Apr-2025,"INR 18,735.6",365.0,ULLASH KUMAR ROUT,21-Mar-2025 02:17 PM,OUTR-RG-Outsourcing-2024-25-23-WorkOrder_0001.pdf (654.00 KB),Work contract is awarded to PRATYUSH.,1.0,2773893.0,PRATYUSH,INR,"18,735.6",1,2792912,ABHIRAM CARETAKING AND EXPERT SERVICES,01-Feb-2025 05:57 PM,Rejected-Finance,L4,21-Mar-2025 12:01 PM,Finance,Financial evaluation of man-power in attached here.,ULLASH KUMAR ROUT,21-Mar-2025 11:41 AM,finance_525878.pdf,BOQ Comparative Chart,ProfRKJena,Internal,"DrMCJena,DrAMohapatra,ProfPKParida,ProfRKJena",ULLASH KUMAR ROUT,21-Mar-2025 12:01 PM,finsummary_525878.pdf (653.63 KB),Odisha University of Technology and Research,2025_OUTR_109459_1,OUTR/RG/Outsourcing/2024-25/23,OutsourcingOfManpower,Technical,The man power tender for technical and non-technical people has been opened for evaluation.,ULLASH KUMAR ROUT,12-Feb-2025 04:06 PM,technical_525878.pdf,Prof R K Jena,Internal,,NEELAKANTHA GURU,06-Mar-2025 05:28 PM,07-Mar-2025 11:00 AM,techsummary_525878.pdf (1485.24 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid-II for the financial evaluation of the tender.,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2770313,Asmacs.Prop.Dev Mohanty,22-Jan-2025 01:48 PM,Rejected-Finance,L5,21-Mar-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2783033,BUILDCRAFT ENGINEERS INDIA PRIVATE LIMITED,30-Jan-2025 08:50 PM,Rejected-Technical,"Turn Over not meeting the tender minimum requirement, no experience, (Work Order) during the last three financial year (2021-22, 2022-23, 2023-24) As per the tender clause No.A.1. (ii), (iii) (iv)",06-Mar-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2784319,G.MANJU SERVICES PRIVATE LIMITED,28-Jan-2025 05:09 PM,Rejected-Finance,L3,21-Mar-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2791330,M/S CARE SECURITY AND ALLIED SERVICES,31-Jan-2025 12:56 PM,Rejected-Finance,L1,21-Mar-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2791681,Neta Security Services Private limited,31-Jan-2025 04:05 PM,Rejected-Finance,L6,21-Mar-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2792525,PANKAJ SECURITY SERVICES,01-Feb-2025 12:22 PM,Rejected-Technical,Neither Head Office nor Branch Office in Bhubaneswar As per the tender clause No. A.1. (xiv),06-Mar-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2773893,PRATYUSH,01-Feb-2025 11:14 AM,Accepted-AOC,Highest score,21-Mar-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2787218,Q Security Services,31-Jan-2025 04:19 PM,Rejected-Finance,L7,21-Mar-2025 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2783052,SUMEET SECURITY SERVICE,01-Feb-2025 01:00 PM,Rejected-Technical,"Affidavit submitted by the Agency certifying that it is not blacklisted by any organization is found to be false, as it was Blacklisted by Office of the DFO, Jeypore Forest Division, vide Memo No. 2680/1F(Accts)2021 Dt. 03.05.2021",06-Mar-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
