Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Rajgangpur Municipality,EO/RGP/05 of 2023-24,2023_ORULB_94038_47,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,09-Sep-2023 11:00 AM,22-Sep-2023 11:00 AM,09-Sep-2023 11:00 AM,21-Sep-2023 05:00 PM,NA ,NA ,09-Sep-2023 11:00 AM,21-Sep-2023 05:00 PM,"6,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,Executive Officer,"Rajgangpur Municipality, Dist-Sundargarh","Construction of Paver block road from Shivji Singh house towards Kousar Parveen house,W.No.20","Construction of Paver block road from Shivji Singh house towards Kousar Parveen house,W.No.20",Please refer Tender documents ,NA ,"6,37,000",Civil Works - Others,Paver block road ,Tender,90.0,60.0,Rajgangpur Municipality area,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,AOC,21-Feb-2024,"INR 637,505",60.0,Hajam Tudu,21-Feb-2024 06:35 PM,47.pdf (433.00 KB),1,2261985,BISWAJIT SANTRA,19-Sep-2023 10:46 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,Finance,ok,Gobinda Dansena,08-Jan-2024 07:10 PM,finance_460178.pdf,BOQ Comparative Chart,Madhuri Lugun,Internal,,Hajam Tudu,21-Feb-2024 06:32 PM,finsummary_460178.pdf (1187.50 KB),Municipal Bodies||Rajgangpur Municipality,2023_ORULB_94038_47,EO/RGP/05 of 2023-24,"Construction of Paver block road from Shivji Singh house towards Kousar Parveen house,W.No.20",Madhuri Lugun,Internal,,Gobinda Dansena,09-Jan-2024 06:55 PM,techsummary_460178.pdf (1173.38 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2263722,JAYDEV BEHERA,21-Sep-2023 08:17 AM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2262526,KIRAN KUMAR BADAIK,20-Sep-2023 01:37 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2263660,MANIK CHARAN NAYAK,21-Sep-2023 12:21 AM,Accepted-AOC,Selected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2264995,MANOJ TANTY,21-Sep-2023 03:27 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2265042,PRATAP KERKETTA,21-Sep-2023 03:14 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2261662,PRINS BHALOTIA,19-Sep-2023 05:58 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2263412,Rohit Xess,20-Sep-2023 08:32 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2261619,SUBASH CHANDRA BEHERA,19-Sep-2023 04:55 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2262683,SULENDA RRAJAK,20-Sep-2023 02:49 PM,Rejected-AOC,Rejected,21-Feb-2024 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
