Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Women and Child Development Department,WCD-PA-SCHM-0035-2024,2025_WCDD_109168_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Documents as per DTCN,07-Jan-2025 03:00 PM,28-Jan-2025 12:00 PM,07-Jan-2025 03:00 PM,28-Jan-2025 11:00 AM,07-Jan-2025 03:00 PM ,12-Jan-2025 05:00 PM ,07-Jan-2025 03:00 PM,28-Jan-2025 11:00 AM,04-Feb-2025 03:30 PM,"20,44,000",Yes,fixed,,Nil,Nil,1.0,Technical Corrigendum,Technical Bid,,1.0,ICICI BANK,"11,800",Nil,Nil,No,"Additional Secretary to Govt.,","Department of Women and Child Development, Odisha",REQUEST FOR PROPOSAL FOR SELECTION OF AN AGENCY FOR OUTSOURCING OF MANPOWER SERVICES UNDER POSHAN ABHIYAAN IN ODISHA,REQUEST FOR PROPOSAL FOR SELECTION OF AN AGENCY FOR OUTSOURCING OF MANPOWER SERVICES UNDER POSHAN ABHIYAAN IN ODISHA,Please refer Tender documents. ,NA ,,Human Resources Supply,NA ,Tender,120.0,NA ,"Department of Women and Child Development, Odisha",751001.0,Bhubaneshwar ,Conference Hall WCD Complex Ganga Nagar Unit 6 Bhubaneswar ,13-Jan-2025 03:00 PM ,Bhubaneshwar,No ,No,AOC,01-Mar-2025,"INR 106,116,422",365.0,N C jyotiranjan,27-Feb-2025 12:46 PM,AoC.pdf (669.00 KB),1.0,2768363.0,Kaapro Management Solutions Pvt. Ltd.,INR,"106,116,422",1,2776807,ABHIRAM CARETAKING AND EXPERT SERVICES,28-Jan-2025 10:40 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,Finance,Out of 6 Financial Proposal opened 4 admitted and 2 rejected,N C jyotiranjan,25-Feb-2025 06:17 PM,,Director ICDS SW,Internal,,N C jyotiranjan,27-Feb-2025 11:27 AM,finsummary_524393.pdf (292.52 KB),Women and Child Development Department,2025_WCDD_109168_1,WCD-PA-SCHM-0035-2024,REQUEST FOR PROPOSAL FOR SELECTION OF AN AGENCY FOR OUTSOURCING OF MANPOWER SERVICES UNDER POSHAN ABHIYAAN IN ODISHA,Technical,"Out of 16 Bids received , 6 bids were admitted",N C jyotiranjan,30-Jan-2025 07:31 PM,,Director ICDS SW,Internal,,N C jyotiranjan,03-Feb-2025 05:43 PM,04-Feb-2025 03:30 PM,techsummary_524393.pdf (745.73 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.pdf,FinancialBID,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2780368,Bimlraj Outsourcing Pvt. Ltd.,28-Jan-2025 10:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2774982,BVG INDIA LIMITED,27-Jan-2025 09:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2778772,Centre for Environment and Development,28-Jan-2025 10:57 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2780073,COMMANDO INDUSTRIL SECURITY FORCE,28-Jan-2025 10:28 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2781467,G A Digital Web Word P Ltd.,28-Jan-2025 10:56 AM,Not Admitted-Finance,Price Bid not complied,25-Feb-2025 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2779672,Jagannath Placement & Security Services Private Limited,27-Jan-2025 08:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2768363,Kaapro Management Solutions Pvt. Ltd.,25-Jan-2025 11:50 AM,Accepted-AOC,"Highest Composite Score , Combination of Technical Score and Financial Score",27-Feb-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2781450,L&K Services Private Limited,27-Jan-2025 09:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2779842,M/S CARE SECURITY AND ALLIED SERVICES,27-Jan-2025 08:18 PM,Not Admitted-Finance,Price Bid not complied,25-Feb-2025 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,11,2763265,M/S Jagannath Prasad Nursery,28-Jan-2025 04:33 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,12,2781897,Orion Security Solutions Private Limited,28-Jan-2025 04:25 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jan-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,13,2773881,PRATYUSH,28-Jan-2025 10:52 AM,Rejected-AOC,"Fourth Highest Composite Score , Combination of Technical Score and Financial Score",27-Feb-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,14,2781402,T AND M SERVICES CONSULTING PVT LTD,28-Jan-2025 10:36 AM,Rejected-AOC,"Second Highest Composite Score , Combination of Technical Score and Financial Score",27-Feb-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
